Date,Open,High,Low,Close,Adj Close,Volume,RSI,K,D,Up,StochUp
2021-03-09,7.670000076293945,7.769999980926514,7.599999904632568,7.699999809265137,7.699999809265137,30500,44.52524549553816,45.686665156505114,50.81665887543463,False,False
2021-03-10,7.699999809265137,7.840000152587891,7.619999885559082,7.840000152587891,7.840000152587891,15800,52.24182577293048,50.79363097049213,49.3903772700337,False,False
2021-03-11,7.849999904632568,7.880000114440918,7.699999809265137,7.800000190734863,7.800000190734863,22400,50.09764233423325,61.904767311077926,52.79502114602505,False,False
